filename,filepath,text-detected,OCR,sentiment
negative_038.jpg,/kaggle/input/musait/basket/negative_038.jpg,0,,negative
negative_039.jpg,/kaggle/input/musait/basket/negative_039.jpg,0,,negative
negative_040.jpg,/kaggle/input/musait/basket/negative_040.jpg,1,"JAMMU AND KASHMIR 8h
5 SOLDIERS KILLED IN POONCH

-

",negative
negative_041.jpeg,/kaggle/input/musait/basket/negative_041.jpeg,0,,negative
negative_042.jpg,/kaggle/input/musait/basket/negative_042.jpg,1,"BI BIC INES
Amphan: Kolkata
devastated as cyclone

leaves scores dead

MAY 21, 2020 + 4 MIN READ

",negative
negative_043.jpg,/kaggle/input/musait/basket/negative_043.jpg,0,,negative
negative_044.jpg,/kaggle/input/musait/basket/negative_044.jpg,0,,negative
negative_045.jpg,/kaggle/input/musait/basket/negative_045.jpg,1,"BI BIC INES
Amphan: Kolkata
devastated as cyclone

leaves scores dead

MAY 21, 2020 + 4 MIN READ

",negative
negative_046.jpeg,/kaggle/input/musait/basket/negative_046.jpeg,1,"Alason City Glove-Gagelle Ee

iS DECLARES WAR

aiian Casualties Total 3,000
td Ft
af sheer

",negative
negative_047.jpg,/kaggle/input/musait/basket/negative_047.jpg,1,"CYCLONE TAUKTAE

",negative
negative_048.jpg,/kaggle/input/musait/basket/negative_048.jpg,0,,negative
negative_049.jpg,/kaggle/input/musait/basket/negative_049.jpg,0,,negative
negative_050.jpg,/kaggle/input/musait/basket/negative_050.jpg,1,"CYCLONE TAUKTAE

",negative
negative_051.jpeg,/kaggle/input/musait/basket/negative_051.jpeg,0,,negative
negative_052.jpg,/kaggle/input/musait/basket/negative_052.jpg,1,"SUPER CYCLONE, AMPHAN INTENSIFIES

520 KM FROM SOUTH ODISHA
",negative
negative_053.jpg,/kaggle/input/musait/basket/negative_053.jpg,0,,negative
negative_054.jpg,/kaggle/input/musait/basket/negative_054.jpg,0,,negative
negative_055.jpg,/kaggle/input/musait/basket/negative_055.jpg,1,"SUPER CYCLONE, AMPHAN INTENSIFIES

520 KM FROM SOUTH ODISHA
",negative
negative_056.jpeg,/kaggle/input/musait/basket/negative_056.jpeg,1,"NOT CUTE
JUST

PSYCHO

",negative
negative_057.jpg,/kaggle/input/musait/basket/negative_057.jpg,1,"= = vee ‘ ras 5 S'~

AMPHAN HITS INDIA _

7

CYCLONE

4 DEAD IN WEST BENGAL
",negative
negative_058.jpeg,/kaggle/input/musait/basket/negative_058.jpeg,0,,negative
negative_059.jpg,/kaggle/input/musait/basket/negative_059.jpg,0,,negative
negative_060.jpg,/kaggle/input/musait/basket/negative_060.jpg,1,"= = vee ‘ ras 5 S'~

AMPHAN HITS INDIA _

7

CYCLONE

4 DEAD IN WEST BENGAL
",negative
negative_061.jpeg,/kaggle/input/musait/basket/negative_061.jpeg,1,"MAD
",negative
negative_062.jpg,/kaggle/input/musait/basket/negative_062.jpg,1,"""AMPHAN: SUPER CYCLONIC STORM
DURING COVID PANDEMIC
",negative
negative_063.jpeg,/kaggle/input/musait/basket/negative_063.jpeg,0,,negative
negative_064.jpg,/kaggle/input/musait/basket/negative_064.jpg,0,,negative
negative_065.jpg,/kaggle/input/musait/basket/negative_065.jpg,1,"""AMPHAN: SUPER CYCLONIC STORM
DURING COVID PANDEMIC
",negative
negative_066.jpeg,/kaggle/input/musait/basket/negative_066.jpeg,0,,negative
negative_067.jpg,/kaggle/input/musait/basket/negative_067.jpg,1,"CYCLONE AMPHAN RAVAGES
BENGAL & ODISHA
",negative
negative_068.jpeg,/kaggle/input/musait/basket/negative_068.jpeg,0,,negative
negative_069.jpg,/kaggle/input/musait/basket/negative_069.jpg,0,,negative
negative_070.jpg,/kaggle/input/musait/basket/negative_070.jpg,1,"CYCLONE AMPHAN RAVAGES
BENGAL & ODISHA
",negative
negative_071.jpeg,/kaggle/input/musait/basket/negative_071.jpeg,0,,negative
negative_072.jpg,/kaggle/input/musait/basket/negative_072.jpg,0,,negative
negative_073.png,/kaggle/input/musait/basket/negative_073.png,0,,negative
negative_074.png,/kaggle/input/musait/basket/negative_074.png,1,"EARTHQUAKE ALERT
",negative
negative_075.png,/kaggle/input/musait/basket/negative_075.png,1,"EARTHQUAKE ALERT
",negative
negative_076.jpeg,/kaggle/input/musait/basket/negative_076.jpeg,0,,negative
negative_077.jpg,/kaggle/input/musait/basket/negative_077.jpg,0,,negative
negative_078.jpeg,/kaggle/input/musait/basket/negative_078.jpeg,1,"The Call—ChronicleExaminer

EARTHQUAKE AND _ FIRE:
SAN FRANCISCO_IN RUINS

",negative
negative_079.jpeg,/kaggle/input/musait/basket/negative_079.jpeg,1,"The Call—ChronicleExaminer

EARTHQUAKE AND _ FIRE:
SAN FRANCISCO_IN RUINS

",negative
negative_080.jpeg,/kaggle/input/musait/basket/negative_080.jpeg,1,"268 BABI minal BOE

2cim nde aus
SiSunea srongy; Sissies

leven esaieneo aicscings!”

",negative
negative_081.jpg,/kaggle/input/musait/basket/negative_081.jpg,1,"= Vinee Ninn

ration NE
",negative
negative_082.jpg,/kaggle/input/musait/basket/negative_082.jpg,0,,negative
negative_083.jpg,/kaggle/input/musait/basket/negative_083.jpg,1,"= Vinee Ninn

ration NE
",negative
negative_084.jpeg,/kaggle/input/musait/basket/negative_084.jpeg,1,"| don't need your love

oy.
I ha

""

\\

cause | already cried enough
",negative
negative_085.jpg,/kaggle/input/musait/basket/negative_085.jpg,0,,negative
negative_086.jpeg,/kaggle/input/musait/basket/negative_086.jpeg,1,"o. . :
_EARTHOUAKE

",negative
negative_087.jpeg,/kaggle/input/musait/basket/negative_087.jpeg,1,"o. . :
_EARTHOUAKE

",negative
negative_088.jpeg,/kaggle/input/musait/basket/negative_088.jpeg,0,,negative
negative_089.jpg,/kaggle/input/musait/basket/negative_089.jpg,1,"EVERY NEI

",negative
negative_090.jpeg,/kaggle/input/musait/basket/negative_090.jpeg,0,,negative
negative_091.jpeg,/kaggle/input/musait/basket/negative_091.jpeg,0,,negative
negative_092.jpeg,/kaggle/input/musait/basket/negative_092.jpeg,0,,negative
negative_093.jpg,/kaggle/input/musait/basket/negative_093.jpg,1,"e

WION

2 MAGNITUDE EARTHQUAKE)

HITS INDONESIA
",negative
negative_094.jpg,/kaggle/input/musait/basket/negative_094.jpg,0,,negative
negative_095.jpg,/kaggle/input/musait/basket/negative_095.jpg,1,"e

WION

2 MAGNITUDE EARTHQUAKE)

HITS INDONESIA
",negative
negative_096.jpeg,/kaggle/input/musait/basket/negative_096.jpeg,1,"eZNNAR ZS

mee
Ira

ob embraces nuclear nuclear

Be when to PB
",negative
negative_097.jpg,/kaggle/input/musait/basket/negative_097.jpg,1,"(NEWS,
TSUNAMI
WARNING
RISING WATER
",negative
negative_098.jpg,/kaggle/input/musait/basket/negative_098.jpg,0,,negative
negative_099.jpg,/kaggle/input/musait/basket/negative_099.jpg,1,"(NEWS,
TSUNAMI
WARNING
RISING WATER
",negative
negative_100.jpg,/kaggle/input/musait/basket/negative_100.jpg,1,"a <<
SPULWAMAVATIACK:
‘ATHER- DAUGHTER | HELD

Photo C Courtes: Reuters

",negative
negative_101.png,/kaggle/input/musait/basket/negative_101.png,1,"_

negative’ ¥ Se
{pro
",negative
negative_102.jpg,/kaggle/input/musait/basket/negative_102.jpg,0,,negative
negative_103.jpg,/kaggle/input/musait/basket/negative_103.jpg,1,"a <<
SPULWAMAVATIACK:
‘ATHER- DAUGHTER | HELD

Photo C Courtes: Reuters

",negative
negative_104.jpeg,/kaggle/input/musait/basket/negative_104.jpeg,1,"Me explaining to
my model that it
needs to work or
else I'lllose my job: = My model:

",negative
negative_105.jpg,/kaggle/input/musait/basket/negative_105.jpg,1,"~~ (EEN POWERFUL QUAKE ROCKS JAPAN

| Exewstine _ |
; estimated at 7.9. G BREAKING NEWS: A powerful quake hit
",negative
negative_106.jpg,/kaggle/input/musait/basket/negative_106.jpg,0,,negative
negative_107.jpg,/kaggle/input/musait/basket/negative_107.jpg,1,"~~ (EEN POWERFUL QUAKE ROCKS JAPAN

| Exewstine _ |
; estimated at 7.9. G BREAKING NEWS: A powerful quake hit
",negative
negative_108.jpeg,/kaggle/input/musait/basket/negative_108.jpeg,1,"Me when my client says
they've seen a project very
similar on Github

ys
PYGODERS
",negative
negative_109.jpg,/kaggle/input/musait/basket/negative_109.jpg,1,"BEGIN TALIBAN sPoKeSMAN SAYS SIX SUICIDE BOMBERS ENTERED SCHOOL COMPOUND
",negative
negative_110.jpg,/kaggle/input/musait/basket/negative_110.jpg,0,,negative
negative_111.jpg,/kaggle/input/musait/basket/negative_111.jpg,1,"BEGIN TALIBAN sPoKeSMAN SAYS SIX SUICIDE BOMBERS ENTERED SCHOOL COMPOUND
",negative
negative_112.jpeg,/kaggle/input/musait/basket/negative_112.jpeg,1,"Hotes wilsay (LUNs
Dries! google.
",negative
negative_113.jpg,/kaggle/input/musait/basket/negative_113.jpg,0,,negative
negative_114.jpg,/kaggle/input/musait/basket/negative_114.jpg,0,,negative
negative_115.jpg,/kaggle/input/musait/basket/negative_115.jpg,0,,negative
negative_116.jpeg,/kaggle/input/musait/basket/negative_116.jpeg,1,"Coming home wasted at 6am and
eople jogging

tookat se , aehalest

",negative
negative_117.jpg,/kaggle/input/musait/basket/negative_117.jpg,1,"News CLICK

",negative
negative_118.jpg,/kaggle/input/musait/basket/negative_118.jpg,0,,negative
negative_119.jpg,/kaggle/input/musait/basket/negative_119.jpg,1,"News CLICK

",negative
negative_120.jpeg,/kaggle/input/musait/basket/negative_120.jpeg,1,"Ng
eI

HAVEN'T SEEN ANY BAD
MEMES
",negative
negative_121.jpg,/kaggle/input/musait/basket/negative_121.jpg,1,"CRIME
",negative
negative_122.jpg,/kaggle/input/musait/basket/negative_122.jpg,0,,negative
negative_123.jpg,/kaggle/input/musait/basket/negative_123.jpg,1,"CRIME
",negative
negative_124.jpeg,/kaggle/input/musait/basket/negative_124.jpeg,0,,negative
negative_125.jpg,/kaggle/input/musait/basket/negative_125.jpg,0,,negative
negative_126.jpeg,/kaggle/input/musait/basket/negative_126.jpeg,0,,negative
negative_127.jpeg,/kaggle/input/musait/basket/negative_127.jpeg,0,,negative
negative_128.jpeg,/kaggle/input/musait/basket/negative_128.jpeg,0,,negative
negative_129.jpg,/kaggle/input/musait/basket/negative_129.jpg,1,"-¥
Share this picture!

",negative
negative_130.jpeg,/kaggle/input/musait/basket/negative_130.jpeg,0,,negative
negative_131.jpg,/kaggle/input/musait/basket/negative_131.jpg,0,,negative
negative_132.jpeg,/kaggle/input/musait/basket/negative_132.jpeg,1,"18-yr-old
kills self

Child
» takes

",negative
negative_133.jpg,/kaggle/input/musait/basket/negative_133.jpg,0,,negative
negative_134.png,/kaggle/input/musait/basket/negative_134.png,1,"ace YOU BLOCK YOUR

cn ‘“ mn)
",negative
negative_135.jpeg,/kaggle/input/musait/basket/negative_135.jpeg,1,"18-yr-old
kills self

Child
» takes

",negative
negative_136.jpg,/kaggle/input/musait/basket/negative_136.jpg,0,,negative
negative_137.jpg,/kaggle/input/musait/basket/negative_137.jpg,0,,negative
negative_138.jpg,/kaggle/input/musait/basket/negative_138.jpg,0,,negative
negative_139.jpg,/kaggle/input/musait/basket/negative_139.jpg,1,"Pre
33 YEARS OF

BHOPAL GAS TRAGEDY:
VICTIMS AWAIT JUSTICE

late: LS Bet
",negative
negative_140.jpg,/kaggle/input/musait/basket/negative_140.jpg,0,,negative
negative_141.jpg,/kaggle/input/musait/basket/negative_141.jpg,1,"Pre
33 YEARS OF

BHOPAL GAS TRAGEDY:
VICTIMS AWAIT JUSTICE

late: LS Bet
",negative
negative_142.jpg,/kaggle/input/musait/basket/negative_142.jpg,1,"BOTH PILOTS
, i
",negative
negative_143.jpg,/kaggle/input/musait/basket/negative_143.jpg,0,,negative
negative_144.jpg,/kaggle/input/musait/basket/negative_144.jpg,1,"BOTH PILOTS
, i
",negative
negative_145.jpg,/kaggle/input/musait/basket/negative_145.jpg,0,,negative
negative_146.jpg,/kaggle/input/musait/basket/negative_146.jpg,0,,negative
negative_147.jpg,/kaggle/input/musait/basket/negative_147.jpg,0,,negative
negative_148.jpg,/kaggle/input/musait/basket/negative_148.jpg,1,"SREARING Ewe
|. TSUNAMI HITS

¢ immediately. In Miyag! Prefecture. northeastern Japan. quake

",negative
negative_149.jpg,/kaggle/input/musait/basket/negative_149.jpg,0,,negative
negative_150.jpg,/kaggle/input/musait/basket/negative_150.jpg,1,"SREARING Ewe
|. TSUNAMI HITS

¢ immediately. In Miyag! Prefecture. northeastern Japan. quake

",negative
negative_151.jpeg,/kaggle/input/musait/basket/negative_151.jpeg,0,,negative
negative_152.jpg,/kaggle/input/musait/basket/negative_152.jpg,0,,negative
negative_153.jpeg,/kaggle/input/musait/basket/negative_153.jpeg,0,,negative
negative_154.jpeg,/kaggle/input/musait/basket/negative_154.jpeg,1,"“

c pistick
BHOPAL GAS TRAGEDY
",negative
negative_155.jpg,/kaggle/input/musait/basket/negative_155.jpg,1,"I'M NOT CROSSING THE
ROAD. THE ROAD IS
CROSSING MY FOREST.
",negative
negative_156.jpeg,/kaggle/input/musait/basket/negative_156.jpeg,1,"“

c pistick
BHOPAL GAS TRAGEDY
",negative
negative_157.jpeg,/kaggle/input/musait/basket/negative_157.jpeg,1,"wes BREAKING NEWS fe

TERRORIST ATTACK IN.

MANIPUR -
a

‘OTHER PER
",negative
negative_158.jpg,/kaggle/input/musait/basket/negative_158.jpg,1,"Some people
just act like
they are
ona to

spices

",negative
negative_159.jpeg,/kaggle/input/musait/basket/negative_159.jpeg,1,"wes BREAKING NEWS fe

TERRORIST ATTACK IN.

MANIPUR -
a

‘OTHER PER
",negative
negative_160.jpg,/kaggle/input/musait/basket/negative_160.jpg,1,"ae

“si NU al a

%, a Gas Disaster

PELE WSR. (stig oN GS

#4E-An Enduring Tragedy
",negative
negative_161.jpg,/kaggle/input/musait/basket/negative_161.jpg,0,,negative
negative_162.jpg,/kaggle/input/musait/basket/negative_162.jpg,1,"ae

“si NU al a

%, a Gas Disaster

PELE WSR. (stig oN GS

#4E-An Enduring Tragedy
",negative
negative_163.jpeg,/kaggle/input/musait/basket/negative_163.jpeg,0,,negative
negative_164.jpg,/kaggle/input/musait/basket/negative_164.jpg,1,""" Suicide bomb attack ita
in Manchester. F

2 le

",negative
negative_165.jpg,/kaggle/input/musait/basket/negative_165.jpg,1,""" Suicide bomb attack ita
in Manchester. F

2 le

",negative
negative_166.jpg,/kaggle/input/musait/basket/negative_166.jpg,1,"BREAKING = aa
VIENNA SHOOTING!
tapparent terror or attack’

",negative
negative_167.jpg,/kaggle/input/musait/basket/negative_167.jpg,1,"BREAKING = aa
VIENNA SHOOTING!
tapparent terror or attack’

",negative
negative_168.jpg,/kaggle/input/musait/basket/negative_168.jpg,1,"| 0

=newsX —

<4 -

AUSTRALIAN BUREAU ISSUES
TSUNAMI WARNING
",negative
negative_169.jpg,/kaggle/input/musait/basket/negative_169.jpg,1,"| 0

=newsX —

<4 -

AUSTRALIAN BUREAU ISSUES
TSUNAMI WARNING
",negative
negative_170.jpg,/kaggle/input/musait/basket/negative_170.jpg,0,,negative
negative_171.jpg,/kaggle/input/musait/basket/negative_171.jpg,0,,negative
negative_172.jpg,/kaggle/input/musait/basket/negative_172.jpg,1,"CALICUT PLANE TRAGEDY

",negative
negative_173.jpg,/kaggle/input/musait/basket/negative_173.jpg,1,"CALICUT PLANE TRAGEDY

",negative
negative_174.jpg,/kaggle/input/musait/basket/negative_174.jpg,0,,negative
negative_175.jpg,/kaggle/input/musait/basket/negative_175.jpg,0,,negative
negative_176.jpg,/kaggle/input/musait/basket/negative_176.jpg,1,"RUNWAY EMBANKMENT
",negative
negative_177.jpg,/kaggle/input/musait/basket/negative_177.jpg,1,"RUNWAY EMBANKMENT
",negative
negative_178.jpg,/kaggle/input/musait/basket/negative_178.jpg,0,,negative
negative_179.jpg,/kaggle/input/musait/basket/negative_179.jpg,0,,negative
negative_180.jpg,/kaggle/input/musait/basket/negative_180.jpg,1,"It wasn't a mistake.
it wasn’t my fault.

",negative
negative_181.jpg,/kaggle/input/musait/basket/negative_181.jpg,1,"It wasn't a mistake.
it wasn’t my fault.

",negative
negative_182.jpg,/kaggle/input/musait/basket/negative_182.jpg,1,"Cyber-Criminals
Found a Home on
Social Media Sites

Since 2011, cyber-
criminals have found
a haven in social
media, where they
perpetrate fraud.
In the past six
months, their
numbers have
increased 70 percent.

CIO INSIGHT
",negative
negative_183.jpg,/kaggle/input/musait/basket/negative_183.jpg,1,"Cyber-Criminals
Found a Home on
Social Media Sites

Since 2011, cyber-
criminals have found
a haven in social
media, where they
perpetrate fraud.
In the past six
months, their
numbers have
increased 70 percent.

CIO INSIGHT
",negative
negative_184.jpg,/kaggle/input/musait/basket/negative_184.jpg,1,"“Photo Courtesy: AFP
",negative
negative_185.jpg,/kaggle/input/musait/basket/negative_185.jpg,1,"“Photo Courtesy: AFP
",negative
negative_186.jpeg,/kaggle/input/musait/basket/negative_186.jpeg,1,"Ranchester Eomninn Noms GS ES

UNITED CUP XI
‘| CRASH: “28 DIE”
",negative
negative_187.jpeg,/kaggle/input/musait/basket/negative_187.jpeg,1,"Ranchester Eomninn Noms GS ES

UNITED CUP XI
‘| CRASH: “28 DIE”
",negative
negative_188.jpg,/kaggle/input/musait/basket/negative_188.jpg,0,,negative
negative_189.jpg,/kaggle/input/musait/basket/negative_189.jpg,0,,negative
negative_190.jpg,/kaggle/input/musait/basket/negative_190.jpg,1,"NIPPON TV

Fukushima Central TV/Nippon TV
",negative
negative_191.jpg,/kaggle/input/musait/basket/negative_191.jpg,1,"NIPPON TV

Fukushima Central TV/Nippon TV
",negative
negative_192.jpeg,/kaggle/input/musait/basket/negative_192.jpeg,0,,negative
negative_193.jpeg,/kaggle/input/musait/basket/negative_193.jpeg,0,,negative
negative_194.jpeg,/kaggle/input/musait/basket/negative_194.jpeg,0,,negative
negative_195.jpeg,/kaggle/input/musait/basket/negative_195.jpeg,0,,negative
negative_196.jpeg,/kaggle/input/musait/basket/negative_196.jpeg,1,"2, Chicago_Daily_Tribune

ATOMIC.

m Was Developed

",negative
negative_197.jpeg,/kaggle/input/musait/basket/negative_197.jpeg,1,"2, Chicago_Daily_Tribune

ATOMIC.

m Was Developed

",negative
negative_198.jpg,/kaggle/input/musait/basket/negative_198.jpg,1,"ANI

Watch: Massive fire breaks out
at Bagri Market in Kolkata

77

",negative
negative_199.jpg,/kaggle/input/musait/basket/negative_199.jpg,1,"ANI

Watch: Massive fire breaks out
at Bagri Market in Kolkata

77

",negative
negative_200.jpg,/kaggle/input/musait/basket/negative_200.jpg,1,"Daily Enterprise, |
TINS

“REPORTS 50 KILLED IN
__ JERUSALEM BOMB BLAST
Lee

= eee HELP CROPS IN CITY ‘TOTAL OF 60
S| AREA, BUT MORE RAIN SEEN

NEEDED 10 MEET Sano
F st fr

",negative
negative_201.jpg,/kaggle/input/musait/basket/negative_201.jpg,1,"Daily Enterprise, |
TINS

“REPORTS 50 KILLED IN
__ JERUSALEM BOMB BLAST
Lee

= eee HELP CROPS IN CITY ‘TOTAL OF 60
S| AREA, BUT MORE RAIN SEEN

NEEDED 10 MEET Sano
F st fr

",negative
negative_202.jpeg,/kaggle/input/musait/basket/negative_202.jpeg,1,"DEADLY FIRE IN s
MUMBAI HIGH-RISE ¢
",negative
negative_203.jpeg,/kaggle/input/musait/basket/negative_203.jpeg,1,"DEADLY FIRE IN s
MUMBAI HIGH-RISE ¢
",negative
negative_204.jpeg,/kaggle/input/musait/basket/negative_204.jpeg,1,"MUMBAI:
MAJOR
FIRE
KILLS 2
",negative
negative_205.jpeg,/kaggle/input/musait/basket/negative_205.jpeg,1,"MUMBAI:
MAJOR
FIRE
KILLS 2
",negative
negative_206.jpeg,/kaggle/input/musait/basket/negative_206.jpeg,1,"BREAKING [4071 a
MUMBAIFIRE
FIRE AT
KAMALA
BUILDING IN
MUMABI'S

",negative
negative_207.jpeg,/kaggle/input/musait/basket/negative_207.jpeg,1,"BREAKING [4071 a
MUMBAIFIRE
FIRE AT
KAMALA
BUILDING IN
MUMABI'S

",negative
negative_208.jpeg,/kaggle/input/musait/basket/negative_208.jpeg,1,"DAILY EXPRESS r
“THE ATOMIC PLAGUE

‘T write this as @ warning to, the world’ Ts ie

DOCTORS FALL AS p™ = ory
THEY WORK sorte

326,13
",negative
negative_209.jpeg,/kaggle/input/musait/basket/negative_209.jpeg,1,"DAILY EXPRESS r
“THE ATOMIC PLAGUE

‘T write this as @ warning to, the world’ Ts ie

DOCTORS FALL AS p™ = ory
THEY WORK sorte

326,13
",negative
negative_210.jpeg,/kaggle/input/musait/basket/negative_210.jpeg,1,"1 THE BOSTON HERALD 8
ATOM SOMB HITS NAGASAKL SOVET
ENTERS WAR, U.S. BIDS TOKYO Ow

",negative
negative_211.jpeg,/kaggle/input/musait/basket/negative_211.jpeg,1,"1 THE BOSTON HERALD 8
ATOM SOMB HITS NAGASAKL SOVET
ENTERS WAR, U.S. BIDS TOKYO Ow

",negative
negative_212.jpeg,/kaggle/input/musait/basket/negative_212.jpeg,1,"| The New York Times. ===)

MISSILE IS EQUAL TO 20,000 TO)
TRUMAN WARNS FOE OF A RA

",negative
negative_213.jpeg,/kaggle/input/musait/basket/negative_213.jpeg,1,"| The New York Times. ===)

MISSILE IS EQUAL TO 20,000 TO)
TRUMAN WARNS FOE OF A RA

",negative
negative_214.jpg,/kaggle/input/musait/basket/negative_214.jpg,1,"""==="" HYDROGEN EXPLOSION
",negative
negative_215.jpg,/kaggle/input/musait/basket/negative_215.jpg,1,"""==="" HYDROGEN EXPLOSION
",negative
negative_216.jpg,/kaggle/input/musait/basket/negative_216.jpg,1,"MAJOR FIRE IN MUMBAI
HIGH-RISE
",negative
negative_217.jpg,/kaggle/input/musait/basket/negative_217.jpg,1,"MAJOR FIRE IN MUMBAI
HIGH-RISE
",negative
negative_218.jpg,/kaggle/input/musait/basket/negative_218.jpg,1,"FIRE AT MUMBAI HIGH-RISE

PERATION CONTINUES

q

",negative
negative_219.jpg,/kaggle/input/musait/basket/negative_219.jpg,1,"FIRE AT MUMBAI HIGH-RISE

PERATION CONTINUES

q

",negative
negative_220.jpg,/kaggle/input/musait/basket/negative_220.jpg,0,,negative
negative_221.jpg,/kaggle/input/musait/basket/negative_221.jpg,0,,negative
negative_222.jpg,/kaggle/input/musait/basket/negative_222.jpg,0,,negative
negative_223.jpg,/kaggle/input/musait/basket/negative_223.jpg,0,,negative
negative_224.jpg,/kaggle/input/musait/basket/negative_224.jpg,1,"AT LEAST 8 KILLED
",negative
negative_225.jpg,/kaggle/input/musait/basket/negative_225.jpg,1,"AT LEAST 8 KILLED
",negative
negative_226.jpg,/kaggle/input/musait/basket/negative_226.jpg,1,"5
F LATEST NEWS

THE INVADERS
LAUNCHED A
ROCKET ATTACh
VASILKOV

a RUSSIA NEWS
",negative
negative_227.jpg,/kaggle/input/musait/basket/negative_227.jpg,1,"5
F LATEST NEWS

THE INVADERS
LAUNCHED A
ROCKET ATTACh
VASILKOV

a RUSSIA NEWS
",negative
negative_228.jpg,/kaggle/input/musait/basket/negative_228.jpg,1,"BREAKING NEWS INDIA
TODAY

MISSILE ATTACK ON KHARKIV CITY COUNCIL

",negative
