filename,filepath,text-detected,gen-text,sentiment
negative_037.jpg,/kaggle/input/musait/dataset/basket/negative_037.jpg,1,,negative
negative_038.jpg,/kaggle/input/musait/dataset/basket/negative_038.jpg,0,people are standing around a mattress in a yard,negative
negative_041.jpeg,/kaggle/input/musait/dataset/basket/negative_041.jpeg,1,,negative
negative_043.jpg,/kaggle/input/musait/dataset/basket/negative_043.jpg,0,a firefighter is standing in front of a burning house,negative
negative_044.jpg,/kaggle/input/musait/dataset/basket/negative_044.jpg,0,people walk through rubble in a city,negative
negative_045.jpg,/kaggle/input/musait/dataset/basket/negative_045.jpg,1,,negative
negative_046.jpeg,/kaggle/input/musait/dataset/basket/negative_046.jpeg,1,,negative
negative_048.jpg,/kaggle/input/musait/dataset/basket/negative_048.jpg,0,a man carries a baby in his arms as he walks through a crowd,negative
negative_049.jpg,/kaggle/input/musait/dataset/basket/negative_049.jpg,1,,negative
negative_050.jpg,/kaggle/input/musait/dataset/basket/negative_050.jpg,1,,negative
negative_051.jpeg,/kaggle/input/musait/dataset/basket/negative_051.jpeg,1,,negative
negative_052.jpg,/kaggle/input/musait/dataset/basket/negative_052.jpg,1,,negative
negative_053.jpg,/kaggle/input/musait/dataset/basket/negative_053.jpg,0,a woman stands in front of a pile of rubble,negative
negative_054.jpg,/kaggle/input/musait/dataset/basket/negative_054.jpg,0,a group of soldiers are in the field with a gun,negative
negative_056.jpeg,/kaggle/input/musait/dataset/basket/negative_056.jpeg,1,,negative
negative_057.jpg,/kaggle/input/musait/dataset/basket/negative_057.jpg,1,,negative
negative_058.jpeg,/kaggle/input/musait/dataset/basket/negative_058.jpeg,0,"the cover of the book, the battle of the bulge",negative
negative_059.jpg,/kaggle/input/musait/dataset/basket/negative_059.jpg,0,the battle of the great battle of the civil war,negative
negative_061.jpeg,/kaggle/input/musait/dataset/basket/negative_061.jpeg,1,,negative
negative_063.jpeg,/kaggle/input/musait/dataset/basket/negative_063.jpeg,0,a group of tanks in a field with people standing around them,negative
negative_064.jpg,/kaggle/input/musait/dataset/basket/negative_064.jpg,0,soldiers running through a field with smoke coming out of the ground,negative
negative_065.jpg,/kaggle/input/musait/dataset/basket/negative_065.jpg,1,,negative
negative_066.jpeg,/kaggle/input/musait/dataset/basket/negative_066.jpeg,1,,negative
negative_067.jpg,/kaggle/input/musait/dataset/basket/negative_067.jpg,1,,negative
negative_068.jpeg,/kaggle/input/musait/dataset/basket/negative_068.jpeg,0,two men walking in a field with helicopters flying overhead,negative
negative_069.jpg,/kaggle/input/musait/dataset/basket/negative_069.jpg,0,the battle of the bulge,negative
negative_071.jpeg,/kaggle/input/musait/dataset/basket/negative_071.jpeg,0,a black and white photo of soldiers flying over a field,negative
negative_072.jpg,/kaggle/input/musait/dataset/basket/negative_072.jpg,0,rescuers carry a body of a person from the rubble of a destroyed building in the town of,negative
negative_073.png,/kaggle/input/musait/dataset/basket/negative_073.png,1,,negative
negative_075.png,/kaggle/input/musait/dataset/basket/negative_075.png,1,,negative
negative_077.jpg,/kaggle/input/musait/dataset/basket/negative_077.jpg,0,a building that has been destroyed by the earthquake,negative
negative_078.jpeg,/kaggle/input/musait/dataset/basket/negative_078.jpeg,1,,negative
negative_080.jpeg,/kaggle/input/musait/dataset/basket/negative_080.jpeg,1,,negative
negative_081.jpg,/kaggle/input/musait/dataset/basket/negative_081.jpg,1,,negative
negative_082.jpg,/kaggle/input/musait/dataset/basket/negative_082.jpg,0,a car that has been destroyed by a truck,negative
negative_085.jpg,/kaggle/input/musait/dataset/basket/negative_085.jpg,1,,negative
negative_087.jpeg,/kaggle/input/musait/dataset/basket/negative_087.jpeg,1,,negative
negative_088.jpeg,/kaggle/input/musait/dataset/basket/negative_088.jpeg,1,,negative
negative_089.jpg,/kaggle/input/musait/dataset/basket/negative_089.jpg,1,,negative
negative_091.jpeg,/kaggle/input/musait/dataset/basket/negative_091.jpeg,1,,negative
negative_092.jpeg,/kaggle/input/musait/dataset/basket/negative_092.jpeg,1,,negative
negative_093.jpg,/kaggle/input/musait/dataset/basket/negative_093.jpg,1,,negative
negative_094.jpg,/kaggle/input/musait/dataset/basket/negative_094.jpg,0,a child in a park,negative
negative_096.jpeg,/kaggle/input/musait/dataset/basket/negative_096.jpeg,1,,negative
negative_098.jpg,/kaggle/input/musait/dataset/basket/negative_098.jpg,1,,negative
negative_099.jpg,/kaggle/input/musait/dataset/basket/negative_099.jpg,1,,negative
negative_101.png,/kaggle/input/musait/dataset/basket/negative_101.png,1,,negative
negative_102.jpg,/kaggle/input/musait/dataset/basket/negative_102.jpg,1,,negative
negative_103.jpg,/kaggle/input/musait/dataset/basket/negative_103.jpg,1,,negative
negative_104.jpeg,/kaggle/input/musait/dataset/basket/negative_104.jpeg,1,,negative
negative_105.jpg,/kaggle/input/musait/dataset/basket/negative_105.jpg,1,,negative
negative_106.jpg,/kaggle/input/musait/dataset/basket/negative_106.jpg,0,a boy in a purple shirt is crying,negative
negative_108.jpeg,/kaggle/input/musait/dataset/basket/negative_108.jpeg,1,,negative
negative_110.jpg,/kaggle/input/musait/dataset/basket/negative_110.jpg,0,a man and woman are sitting on the couch and holding tissues,negative
negative_111.jpg,/kaggle/input/musait/dataset/basket/negative_111.jpg,1,,negative
negative_112.jpeg,/kaggle/input/musait/dataset/basket/negative_112.jpeg,1,,negative
negative_115.jpg,/kaggle/input/musait/dataset/basket/negative_115.jpg,1,,negative
negative_116.jpeg,/kaggle/input/musait/dataset/basket/negative_116.jpeg,1,,negative
negative_118.jpg,/kaggle/input/musait/dataset/basket/negative_118.jpg,0,two men standing next to an airplane that has been destroyed,negative
negative_119.jpg,/kaggle/input/musait/dataset/basket/negative_119.jpg,1,,negative
negative_120.jpeg,/kaggle/input/musait/dataset/basket/negative_120.jpeg,1,,negative
negative_122.jpg,/kaggle/input/musait/dataset/basket/negative_122.jpg,0,two women and a man are fighting in a room,negative
negative_123.jpg,/kaggle/input/musait/dataset/basket/negative_123.jpg,1,,negative
negative_124.jpeg,/kaggle/input/musait/dataset/basket/negative_124.jpeg,1,,negative
negative_125.jpg,/kaggle/input/musait/dataset/basket/negative_125.jpg,0,a woman is being pushed by a crowd of people,negative
negative_126.jpeg,/kaggle/input/musait/dataset/basket/negative_126.jpeg,1,,negative
negative_129.jpg,/kaggle/input/musait/dataset/basket/negative_129.jpg,1,,negative
negative_130.jpeg,/kaggle/input/musait/dataset/basket/negative_130.jpeg,1,,negative
negative_131.jpg,/kaggle/input/musait/dataset/basket/negative_131.jpg,0,a man sits on the ground near a pile of bags,negative
negative_133.jpg,/kaggle/input/musait/dataset/basket/negative_133.jpg,0,people wearing face masks in a crowd,negative
negative_134.png,/kaggle/input/musait/dataset/basket/negative_134.png,1,,negative
negative_137.jpg,/kaggle/input/musait/dataset/basket/negative_137.jpg,0,a framed photo of a man sitting on a chair,negative
negative_138.jpg,/kaggle/input/musait/dataset/basket/negative_138.jpg,1,,negative
negative_140.jpg,/kaggle/input/musait/dataset/basket/negative_140.jpg,0,a man is sitting on a bench with a large bed,negative
negative_141.jpg,/kaggle/input/musait/dataset/basket/negative_141.jpg,1,,negative
negative_142.jpg,/kaggle/input/musait/dataset/basket/negative_142.jpg,1,,negative
negative_143.jpg,/kaggle/input/musait/dataset/basket/negative_143.jpg,0,two women wearing face masks sit in the back seat of a car,negative
negative_145.jpg,/kaggle/input/musait/dataset/basket/negative_145.jpg,1,,negative
negative_146.jpg,/kaggle/input/musait/dataset/basket/negative_146.jpg,0,people gather around a child who is lying on the ground,negative
negative_149.jpg,/kaggle/input/musait/dataset/basket/negative_149.jpg,0,a man in white robes kneeling by a fire,negative
negative_150.jpg,/kaggle/input/musait/dataset/basket/negative_150.jpg,1,,negative
negative_151.jpeg,/kaggle/input/musait/dataset/basket/negative_151.jpeg,1,,negative
negative_152.jpg,/kaggle/input/musait/dataset/basket/negative_152.jpg,0,a hospital room with beds and medical equipment,negative
negative_154.jpeg,/kaggle/input/musait/dataset/basket/negative_154.jpeg,1,,negative
negative_159.jpeg,/kaggle/input/musait/dataset/basket/negative_159.jpeg,1,,negative
negative_160.jpg,/kaggle/input/musait/dataset/basket/negative_160.jpg,1,,negative
negative_161.jpg,/kaggle/input/musait/dataset/basket/negative_161.jpg,1,,negative
negative_163.jpeg,/kaggle/input/musait/dataset/basket/negative_163.jpeg,0,gold bangles on a black background,negative
negative_165.jpg,/kaggle/input/musait/dataset/basket/negative_165.jpg,1,,negative
negative_166.jpg,/kaggle/input/musait/dataset/basket/negative_166.jpg,1,,negative
negative_168.jpg,/kaggle/input/musait/dataset/basket/negative_168.jpg,1,,negative
negative_171.jpg,/kaggle/input/musait/dataset/basket/negative_171.jpg,1,,negative
negative_173.jpg,/kaggle/input/musait/dataset/basket/negative_173.jpg,1,,negative
negative_175.jpg,/kaggle/input/musait/dataset/basket/negative_175.jpg,1,,negative
negative_177.jpg,/kaggle/input/musait/dataset/basket/negative_177.jpg,1,,negative
negative_179.jpg,/kaggle/input/musait/dataset/basket/negative_179.jpg,1,,negative
negative_180.jpg,/kaggle/input/musait/dataset/basket/negative_180.jpg,1,,negative
negative_183.jpg,/kaggle/input/musait/dataset/basket/negative_183.jpg,1,,negative
negative_184.jpg,/kaggle/input/musait/dataset/basket/negative_184.jpg,1,,negative
negative_186.jpeg,/kaggle/input/musait/dataset/basket/negative_186.jpeg,1,,negative
negative_188.jpg,/kaggle/input/musait/dataset/basket/negative_188.jpg,1,,negative
negative_191.jpg,/kaggle/input/musait/dataset/basket/negative_191.jpg,1,,negative
negative_193.jpeg,/kaggle/input/musait/dataset/basket/negative_193.jpeg,1,,negative
negative_194.jpeg,/kaggle/input/musait/dataset/basket/negative_194.jpeg,1,,negative
negative_197.jpeg,/kaggle/input/musait/dataset/basket/negative_197.jpeg,1,,negative
negative_199.jpg,/kaggle/input/musait/dataset/basket/negative_199.jpg,1,,negative
negative_200.jpg,/kaggle/input/musait/dataset/basket/negative_200.jpg,1,,negative
negative_203.jpeg,/kaggle/input/musait/dataset/basket/negative_203.jpeg,1,,negative
negative_205.jpeg,/kaggle/input/musait/dataset/basket/negative_205.jpeg,1,,negative
negative_206.jpeg,/kaggle/input/musait/dataset/basket/negative_206.jpeg,1,,negative
negative_209.jpeg,/kaggle/input/musait/dataset/basket/negative_209.jpeg,1,,negative
negative_210.jpeg,/kaggle/input/musait/dataset/basket/negative_210.jpeg,1,,negative
negative_213.jpeg,/kaggle/input/musait/dataset/basket/negative_213.jpeg,1,,negative
negative_215.jpg,/kaggle/input/musait/dataset/basket/negative_215.jpg,1,,negative
negative_216.jpg,/kaggle/input/musait/dataset/basket/negative_216.jpg,1,,negative
negative_218.jpg,/kaggle/input/musait/dataset/basket/negative_218.jpg,1,,negative
negative_221.jpg,/kaggle/input/musait/dataset/basket/negative_221.jpg,1,,negative
negative_223.jpg,/kaggle/input/musait/dataset/basket/negative_223.jpg,1,,negative
negative_225.jpg,/kaggle/input/musait/dataset/basket/negative_225.jpg,1,,negative
negative_227.jpg,/kaggle/input/musait/dataset/basket/negative_227.jpg,1,,negative
negative_229.jpg,/kaggle/input/musait/dataset/basket/negative_229.jpg,1,,negative
negative_230.jpg,/kaggle/input/musait/dataset/basket/negative_230.jpg,1,,negative
negative_232.jpg,/kaggle/input/musait/dataset/basket/negative_232.jpg,1,,negative
negative_235.jpg,/kaggle/input/musait/dataset/basket/negative_235.jpg,1,,negative
negative_236.jpg,/kaggle/input/musait/dataset/basket/negative_236.jpg,1,,negative
negative_238.jpg,/kaggle/input/musait/dataset/basket/negative_238.jpg,1,,negative
negative_241.jpg,/kaggle/input/musait/dataset/basket/negative_241.jpg,1,,negative
negative_243.jpg,/kaggle/input/musait/dataset/basket/negative_243.jpg,1,,negative
negative_246.jpg,/kaggle/input/musait/dataset/basket/negative_246.jpg,1,,negative
negative_248.jpg,/kaggle/input/musait/dataset/basket/negative_248.jpg,1,,negative
negative_250.jpg,/kaggle/input/musait/dataset/basket/negative_250.jpg,1,,negative
negative_251.jpg,/kaggle/input/musait/dataset/basket/negative_251.jpg,1,,negative
negative_252.jpg,/kaggle/input/musait/dataset/basket/negative_252.jpg,1,,negative
negative_254.jpg,/kaggle/input/musait/dataset/basket/negative_254.jpg,1,,negative
negative_257.jpg,/kaggle/input/musait/dataset/basket/negative_257.jpg,1,,negative
negative_259.jpg,/kaggle/input/musait/dataset/basket/negative_259.jpg,1,,negative
negative_260.jpg,/kaggle/input/musait/dataset/basket/negative_260.jpg,1,,negative
negative_262.jpg,/kaggle/input/musait/dataset/basket/negative_262.jpg,1,,negative
negative_264.jpg,/kaggle/input/musait/dataset/basket/negative_264.jpg,1,,negative
negative_267.jpg,/kaggle/input/musait/dataset/basket/negative_267.jpg,1,,negative
negative_269.jpg,/kaggle/input/musait/dataset/basket/negative_269.jpg,1,,negative
negative_270.jpg,/kaggle/input/musait/dataset/basket/negative_270.jpg,1,,negative
negative_273.jpg,/kaggle/input/musait/dataset/basket/negative_273.jpg,1,,negative
negative_274.jpg,/kaggle/input/musait/dataset/basket/negative_274.jpg,1,,negative
negative_277.jpg,/kaggle/input/musait/dataset/basket/negative_277.jpg,1,,negative
negative_278.jpeg,/kaggle/input/musait/dataset/basket/negative_278.jpeg,1,,negative
negative_280.jpg,/kaggle/input/musait/dataset/basket/negative_280.jpg,1,,negative
negative_283.jpg,/kaggle/input/musait/dataset/basket/negative_283.jpg,1,,negative
negative_285.jpg,/kaggle/input/musait/dataset/basket/negative_285.jpg,1,,negative
negative_286.jpeg,/kaggle/input/musait/dataset/basket/negative_286.jpeg,1,,negative
negative_288.jpeg,/kaggle/input/musait/dataset/basket/negative_288.jpeg,1,,negative
negative_290.jpeg,/kaggle/input/musait/dataset/basket/negative_290.jpeg,1,,negative
negative_293.jpeg,/kaggle/input/musait/dataset/basket/negative_293.jpeg,1,,negative
negative_294.jpg,/kaggle/input/musait/dataset/basket/negative_294.jpg,1,,negative
negative_297.jpg,/kaggle/input/musait/dataset/basket/negative_297.jpg,1,,negative
negative_298.jpg,/kaggle/input/musait/dataset/basket/negative_298.jpg,1,,negative
negative_301.jpg,/kaggle/input/musait/dataset/basket/negative_301.jpg,1,,negative
negative_302.jpeg,/kaggle/input/musait/dataset/basket/negative_302.jpeg,1,,negative
negative_304.jpeg,/kaggle/input/musait/dataset/basket/negative_304.jpeg,1,,negative
negative_307.jpeg,/kaggle/input/musait/dataset/basket/negative_307.jpeg,1,,negative
negative_308.jpg,/kaggle/input/musait/dataset/basket/negative_308.jpg,1,,negative
negative_311.jpg,/kaggle/input/musait/dataset/basket/negative_311.jpg,1,,negative
negative_313.jpg,/kaggle/input/musait/dataset/basket/negative_313.jpg,1,,negative
negative_314.jpeg,/kaggle/input/musait/dataset/basket/negative_314.jpeg,1,,negative
negative_317.jpeg,/kaggle/input/musait/dataset/basket/negative_317.jpeg,1,,negative
negative_318.jpeg,/kaggle/input/musait/dataset/basket/negative_318.jpeg,1,,negative
negative_321.jpeg,/kaggle/input/musait/dataset/basket/negative_321.jpeg,1,,negative
negative_322.jpeg,/kaggle/input/musait/dataset/basket/negative_322.jpeg,1,,negative
negative_324.jpeg,/kaggle/input/musait/dataset/basket/negative_324.jpeg,1,,negative
negative_327.jpeg,/kaggle/input/musait/dataset/basket/negative_327.jpeg,1,,negative
negative_329.jpeg,/kaggle/input/musait/dataset/basket/negative_329.jpeg,1,,negative
negative_331.jpeg,/kaggle/input/musait/dataset/basket/negative_331.jpeg,1,,negative
negative_333.jpg,/kaggle/input/musait/dataset/basket/negative_333.jpg,1,,negative
negative_335.jpg,/kaggle/input/musait/dataset/basket/negative_335.jpg,1,,negative
negative_337.jpeg,/kaggle/input/musait/dataset/basket/negative_337.jpeg,1,,negative
negative_339.jpeg,/kaggle/input/musait/dataset/basket/negative_339.jpeg,1,,negative
negative_341.jpeg,/kaggle/input/musait/dataset/basket/negative_341.jpeg,1,,negative
negative_343.jpeg,/kaggle/input/musait/dataset/basket/negative_343.jpeg,1,,negative
negative_344.jpeg,/kaggle/input/musait/dataset/basket/negative_344.jpeg,1,,negative
negative_347.jpeg,/kaggle/input/musait/dataset/basket/negative_347.jpeg,1,,negative
negative_349.jpg,/kaggle/input/musait/dataset/basket/negative_349.jpg,1,,negative
negative_350.jpg,/kaggle/input/musait/dataset/basket/negative_350.jpg,1,,negative
negative_352.jpeg,/kaggle/input/musait/dataset/basket/negative_352.jpeg,1,,negative
negative_354.jpeg,/kaggle/input/musait/dataset/basket/negative_354.jpeg,1,,negative
negative_357.jpeg,/kaggle/input/musait/dataset/basket/negative_357.jpeg,1,,negative
negative_359.jpeg,/kaggle/input/musait/dataset/basket/negative_359.jpeg,1,,negative
negative_360.jpeg,/kaggle/input/musait/dataset/basket/negative_360.jpeg,1,,negative
negative_362.jpeg,/kaggle/input/musait/dataset/basket/negative_362.jpeg,1,,negative
negative_364.jpg,/kaggle/input/musait/dataset/basket/negative_364.jpg,1,,negative
negative_367.jpg,/kaggle/input/musait/dataset/basket/negative_367.jpg,1,,negative
negative_371.jpg,/kaggle/input/musait/dataset/basket/negative_371.jpg,1,,negative
negative_372.jpeg,/kaggle/input/musait/dataset/basket/negative_372.jpeg,1,,negative
negative_375.jpeg,/kaggle/input/musait/dataset/basket/negative_375.jpeg,1,,negative
negative_377.jpeg,/kaggle/input/musait/dataset/basket/negative_377.jpeg,1,,negative
negative_379.jpg,/kaggle/input/musait/dataset/basket/negative_379.jpg,1,,negative
negative_380.jpg,/kaggle/input/musait/dataset/basket/negative_380.jpg,1,,negative
negative_384.jpeg,/kaggle/input/musait/dataset/basket/negative_384.jpeg,1,,negative
negative_387.jpeg,/kaggle/input/musait/dataset/basket/negative_387.jpeg,1,,negative
negative_388.jpeg,/kaggle/input/musait/dataset/basket/negative_388.jpeg,1,,negative
negative_390.jpeg,/kaggle/input/musait/dataset/basket/negative_390.jpeg,1,,negative
negative_393.jpeg,/kaggle/input/musait/dataset/basket/negative_393.jpeg,1,,negative
negative_394.jpeg,/kaggle/input/musait/dataset/basket/negative_394.jpeg,1,,negative
negative_397.jpeg,/kaggle/input/musait/dataset/basket/negative_397.jpeg,1,,negative
negative_399.jpeg,/kaggle/input/musait/dataset/basket/negative_399.jpeg,1,,negative
negative_400.jpeg,/kaggle/input/musait/dataset/basket/negative_400.jpeg,1,,negative
negative_403.jpeg,/kaggle/input/musait/dataset/basket/negative_403.jpeg,1,,negative
negative_404.jpeg,/kaggle/input/musait/dataset/basket/negative_404.jpeg,1,,negative
negative_406.jpeg,/kaggle/input/musait/dataset/basket/negative_406.jpeg,1,,negative
negative_408.jpeg,/kaggle/input/musait/dataset/basket/negative_408.jpeg,1,,negative
negative_410.jpg,/kaggle/input/musait/dataset/basket/negative_410.jpg,1,,negative
negative_413.jpeg,/kaggle/input/musait/dataset/basket/negative_413.jpeg,1,,negative
negative_415.jpeg,/kaggle/input/musait/dataset/basket/negative_415.jpeg,1,,negative
negative_416.jpg,/kaggle/input/musait/dataset/basket/negative_416.jpg,1,,negative
negative_419.jpeg,/kaggle/input/musait/dataset/basket/negative_419.jpeg,1,,negative
negative_420.jpeg,/kaggle/input/musait/dataset/basket/negative_420.jpeg,1,,negative
negative_422.jpeg,/kaggle/input/musait/dataset/basket/negative_422.jpeg,1,,negative
negative_425.jpeg,/kaggle/input/musait/dataset/basket/negative_425.jpeg,1,,negative
negative_426.jpeg,/kaggle/input/musait/dataset/basket/negative_426.jpeg,1,,negative
negative_429.jpg,/kaggle/input/musait/dataset/basket/negative_429.jpg,1,,negative
negative_430.jpeg,/kaggle/input/musait/dataset/basket/negative_430.jpeg,1,,negative
negative_432.jpg,/kaggle/input/musait/dataset/basket/negative_432.jpg,1,,negative
negative_433.jpg,/kaggle/input/musait/dataset/basket/negative_433.jpg,1,,negative
negative_436.jpeg,/kaggle/input/musait/dataset/basket/negative_436.jpeg,1,,negative
negative_438.jpeg,/kaggle/input/musait/dataset/basket/negative_438.jpeg,1,,negative
negative_439.jpeg,/kaggle/input/musait/dataset/basket/negative_439.jpeg,1,,negative
negative_441.jpg,/kaggle/input/musait/dataset/basket/negative_441.jpg,1,,negative
negative_444.jpeg,/kaggle/input/musait/dataset/basket/negative_444.jpeg,1,,negative
negative_445.jpg,/kaggle/input/musait/dataset/basket/negative_445.jpg,1,,negative
negative_448.jpeg,/kaggle/input/musait/dataset/basket/negative_448.jpeg,1,,negative
negative_449.jpg,/kaggle/input/musait/dataset/basket/negative_449.jpg,1,,negative
negative_451.jpeg,/kaggle/input/musait/dataset/basket/negative_451.jpeg,1,,negative
negative_453.jpeg,/kaggle/input/musait/dataset/basket/negative_453.jpeg,1,,negative
negative_454.jpeg,/kaggle/input/musait/dataset/basket/negative_454.jpeg,1,,negative
negative_456.jpeg,/kaggle/input/musait/dataset/basket/negative_456.jpeg,1,,negative
negative_458.jpeg,/kaggle/input/musait/dataset/basket/negative_458.jpeg,1,,negative
negative_460.jpg,/kaggle/input/musait/dataset/basket/negative_460.jpg,1,,negative
negative_463.jpg,/kaggle/input/musait/dataset/basket/negative_463.jpg,1,,negative
negative_465.jpeg,/kaggle/input/musait/dataset/basket/negative_465.jpeg,1,,negative
negative_466.jpeg,/kaggle/input/musait/dataset/basket/negative_466.jpeg,1,,negative
negative_469.jpeg,/kaggle/input/musait/dataset/basket/negative_469.jpeg,1,,negative
negative_470.jpeg,/kaggle/input/musait/dataset/basket/negative_470.jpeg,1,,negative
negative_473.jpeg,/kaggle/input/musait/dataset/basket/negative_473.jpeg,1,,negative
negative_474.jpeg,/kaggle/input/musait/dataset/basket/negative_474.jpeg,1,,negative
negative_476.jpeg,/kaggle/input/musait/dataset/basket/negative_476.jpeg,1,,negative
negative_477.jpeg,/kaggle/input/musait/dataset/basket/negative_477.jpeg,1,,negative
negative_478.jpg,/kaggle/input/musait/dataset/basket/negative_478.jpg,1,,negative
negative_479.jpg,/kaggle/input/musait/dataset/basket/negative_479.jpg,1,,negative
negative_480.jpg,/kaggle/input/musait/dataset/basket/negative_480.jpg,1,,negative
negative_481.jpg,/kaggle/input/musait/dataset/basket/negative_481.jpg,1,,negative
negative_483.jpg,/kaggle/input/musait/dataset/basket/negative_483.jpg,1,,negative
negative_484.jpg,/kaggle/input/musait/dataset/basket/negative_484.jpg,1,,negative
negative_486.jpg,/kaggle/input/musait/dataset/basket/negative_486.jpg,1,,negative
negative_488.jpg,/kaggle/input/musait/dataset/basket/negative_488.jpg,1,,negative
negative_490.jpg,/kaggle/input/musait/dataset/basket/negative_490.jpg,1,,negative
negative_492.jpg,/kaggle/input/musait/dataset/basket/negative_492.jpg,1,,negative
negative_494.png,/kaggle/input/musait/dataset/basket/negative_494.png,1,,negative
negative_495.jpg,/kaggle/input/musait/dataset/basket/negative_495.jpg,1,,negative
negative_497.jpg,/kaggle/input/musait/dataset/basket/negative_497.jpg,1,,negative
negative_498.jpg,/kaggle/input/musait/dataset/basket/negative_498.jpg,1,,negative
negative_500.jpeg,/kaggle/input/musait/dataset/basket/negative_500.jpeg,1,,negative
negative_502.jpg,/kaggle/input/musait/dataset/basket/negative_502.jpg,1,,negative
negative_503.jpg,/kaggle/input/musait/dataset/basket/negative_503.jpg,1,,negative
negative_505.jpeg,/kaggle/input/musait/dataset/basket/negative_505.jpeg,1,,negative
negative_507.jpeg,/kaggle/input/musait/dataset/basket/negative_507.jpeg,1,,negative
negative_509.jpeg,/kaggle/input/musait/dataset/basket/negative_509.jpeg,1,,negative
negative_510.jpeg,/kaggle/input/musait/dataset/basket/negative_510.jpeg,1,,negative
negative_512.jpeg,/kaggle/input/musait/dataset/basket/negative_512.jpeg,1,,negative
negative_513.jpg,/kaggle/input/musait/dataset/basket/negative_513.jpg,1,,negative
negative_514.jpeg,/kaggle/input/musait/dataset/basket/negative_514.jpeg,1,,negative
negative_516.jpeg,/kaggle/input/musait/dataset/basket/negative_516.jpeg,1,,negative
negative_518.jpg,/kaggle/input/musait/dataset/basket/negative_518.jpg,1,,negative
negative_520.jpeg,/kaggle/input/musait/dataset/basket/negative_520.jpeg,1,,negative
negative_521.jpeg,/kaggle/input/musait/dataset/basket/negative_521.jpeg,1,,negative
negative_523.jpg,/kaggle/input/musait/dataset/basket/negative_523.jpg,1,,negative
negative_524.jpeg,/kaggle/input/musait/dataset/basket/negative_524.jpeg,1,,negative
negative_525.jpeg,/kaggle/input/musait/dataset/basket/negative_525.jpeg,1,,negative
negative_527.jpeg,/kaggle/input/musait/dataset/basket/negative_527.jpeg,1,,negative
negative_529.jpeg,/kaggle/input/musait/dataset/basket/negative_529.jpeg,1,,negative
negative_530.jpeg,/kaggle/input/musait/dataset/basket/negative_530.jpeg,1,,negative
negative_532.jpeg,/kaggle/input/musait/dataset/basket/negative_532.jpeg,1,,negative
negative_533.jpg,/kaggle/input/musait/dataset/basket/negative_533.jpg,1,,negative
negative_534.jpeg,/kaggle/input/musait/dataset/basket/negative_534.jpeg,1,,negative
negative_535.jpeg,/kaggle/input/musait/dataset/basket/negative_535.jpeg,1,,negative
