filename,filepath,img_height,img_width,text_detected,ocr,coordinates,text_height,text_width,sentiment
10017.jpg,/kaggle/input/mvsamultiple/MVSA/data/10017.jpg,450,600,True,LEADER,"[{'x': 31, 'y': 435}, {'x': 115, 'y': 435}, {'x': 115, 'y': 449}, {'x': 31, 'y': 449}]",14,84,neutral
10018.jpg,/kaggle/input/mvsamultiple/MVSA/data/10018.jpg,259,460,True,Aberta's Visw,"[{'x': 422, 'y': 74}, {'x': 459, 'y': 74}, {'x': 459, 'y': 84}, {'x': 422, 'y': 84}]",10,37,neutral
10019.jpg,/kaggle/input/mvsamultiple/MVSA/data/10019.jpg,337,600,True,"lan's Walk for End of Life Care
lan's Walk
Northwestern Search
NORTHWEST
TERRITORIES
BRITISH
COLUMBIA
ALBERTA
NUNAVUT
Canada
MANITOBA
SASKATCHEWAN
Hudson Bay
ONTARIO
QUEBEC
B
NEWFOUNDLAND
AND LABRADOR
attle
WASHINGTON
MONTANA
SNORTA
DAKOTA
MINNESOTA
SOUTH
DAKOTA
WISCONSIN
Toronto
VT
MAINE NOVA SCOTIA
OREGON
IDAHO
WYOMING
MICHIGAN
NH
NEW YORK
Chicago
IOWA
NEBRASKA
MA OBoston
CERI
ILLINOIS
OHIO
PENN
NEVADA
United States
INDIANA
New York","[{'x': 41, 'y': 3}, {'x': 585, 'y': 3}, {'x': 585, 'y': 336}, {'x': 41, 'y': 336}]",333,544,neutral
10020.jpg,/kaggle/input/mvsamultiple/MVSA/data/10020.jpg,315,600,True,"Justin Trudeau
on the Energy East pipeline
In Atlantic
Canada:
""I'm also
supportive of
the idea of a
west to east
pipeline.""
-CTV Atlantic, June 19-2014
In Quebec:
""The East
Energy Oil
Pipeline is not
socially
acceptable.""
+ Le Soleil, December 13 2014","[{'x': 165, 'y': 9}, {'x': 441, 'y': 9}, {'x': 441, 'y': 297}, {'x': 165, 'y': 297}]",288,276,positive
10021.jpg,/kaggle/input/mvsamultiple/MVSA/data/10021.jpg,216,284,False,,[],0,0,neutral
10022.jpg,/kaggle/input/mvsamultiple/MVSA/data/10022.jpg,450,600,True,"SN
TORONTO
GR","[{'x': 120, 'y': 345}, {'x': 597, 'y': 345}, {'x': 597, 'y': 449}, {'x': 120, 'y': 449}]",104,477,positive
10023.jpg,/kaggle/input/mvsamultiple/MVSA/data/10023.jpg,450,600,False,,[],0,0,negative
10024.jpg,/kaggle/input/mvsamultiple/MVSA/data/10024.jpg,804,600,True,"Budweiser
Taver
MELLO
OROGERS","[{'x': 22, 'y': 345}, {'x': 369, 'y': 345}, {'x': 369, 'y': 569}, {'x': 22, 'y': 569}]",224,347,neutral
10025.jpg,/kaggle/input/mvsamultiple/MVSA/data/10025.jpg,800,600,False,,[],0,0,negative
10026.jpg,/kaggle/input/mvsamultiple/MVSA/data/10026.jpg,336,599,True,23 11 79,"[{'x': 552, 'y': 319}, {'x': 597, 'y': 319}, {'x': 597, 'y': 333}, {'x': 552, 'y': 333}]",14,45,positive
10027.jpg,/kaggle/input/mvsamultiple/MVSA/data/10027.jpg,206,599,True,"Leader
Total Tweets
Aug. 15, 2014 to
Aug. 15, 2015
Regular Tweets
Retweets
Replies
@pmharper
868
93%
7%
0%
@thomasmulcair
1,491
91%
8%
1%
@justintrudeau
3,133
90%
9%
1%
@elizabethmay
10,381
9%
62%
29%","[{'x': 8, 'y': 11}, {'x': 579, 'y': 11}, {'x': 579, 'y': 195}, {'x': 8, 'y': 195}]",184,571,positive
10028.jpg,/kaggle/input/mvsamultiple/MVSA/data/10028.jpg,275,403,True,"The problem isn't that
Johnny can't read. The
problem isn't even that
Johnny can't think. The
problem is that Johnny
doesn't know what thinking
is; he confuses it with
feeling.
meetville.com
Thomas Sowell","[{'x': 5, 'y': 21}, {'x': 388, 'y': 21}, {'x': 388, 'y': 273}, {'x': 5, 'y': 273}]",252,383,neutral
10029.jpg,/kaggle/input/mvsamultiple/MVSA/data/10029.jpg,145,348,False,,[],0,0,positive
10030.jpg,/kaggle/input/mvsamultiple/MVSA/data/10030.jpg,450,600,True,"+1.5%
+1.0%
+0.7%
+0.6%
+0.6%
+0.6%
GDP
R
W
T
-0.3%
H","[{'x': 264, 'y': 49}, {'x': 599, 'y': 49}, {'x': 599, 'y': 354}, {'x': 264, 'y': 354}]",305,335,neutral
10031.jpg,/kaggle/input/mvsamultiple/MVSA/data/10031.jpg,319,480,False,,[],0,0,neutral
10032.jpg,/kaggle/input/mvsamultiple/MVSA/data/10032.jpg,1024,575,True,"Bell
23:29
@158%
Tweet
Adam DeVita
@Adam DeVitaNDP
People have a right to know if they are
consuming GMOs: NDP
#GreenAgenda #Ready4Change
2015-08-19, 20:58
3 RETWEETS 4 FAVORITES
Mike Pasztor @Pasztor79
@Adam DeVitaNDP I suggest you visit a
15h
Canadian farm that grows GMO's before
making statements like that. #factsnotfear
Reply to Adam DeVita
Home
Notifications
Messages
Me","[{'x': 17, 'y': 7}, {'x': 554, 'y': 7}, {'x': 554, 'y': 1017}, {'x': 17, 'y': 1017}]",1010,537,neutral
10033.jpg,/kaggle/input/mvsamultiple/MVSA/data/10033.jpg,412,599,True,"CANADA
CANADA
TOEWS
16
FORWARDS
BENN, JAMIE
BERGERON, PATRICE
CROSBY, SIDNEY [A]
GETZLAF, RYAN
GIROUX, CLAUDE
HALL, TAYLOR
JOHANSEN, RYAN
NASH, RICK
PERRY, COREY
SEGUIN, TYLER
STAMKOS, STEVEN
TAVARES, JOHN [A]
TOEWS, JONATHAN [A]
DEFENCE
DOUGHTY, DREW
GIORDANO, MARK
KEITH, DUNCAN
LETANG, KRIS
PIETRANGELO, ALEX
SUBBAN, P.K.
WEBER, SHEA [C]
GOALIES
FLEURY, MARC-ANDRE
LUONGO, ROBERTO
PRICE, CAREY
CANADA
CANADA
PRICE
31
WORLD CUP OF
TAYLOR
HOCKEY ROY
TORONTO
-2016
BY SCOTT 6.","[{'x': 100, 'y': 21}, {'x': 582, 'y': 21}, {'x': 582, 'y': 408}, {'x': 100, 'y': 408}]",387,482,neutral
10034.jpg,/kaggle/input/mvsamultiple/MVSA/data/10034.jpg,411,599,False,,[],0,0,negative
10035.jpg,/kaggle/input/mvsamultiple/MVSA/data/10035.jpg,600,600,False,,[],0,0,neutral
10036.jpg,/kaggle/input/mvsamultiple/MVSA/data/10036.jpg,358,599,True,"These four former Liberal Party members reject
Trudeau and #C51, and are running for the NDP
Carolynn loannoni Margaret Andrade John Fenik
Diane Freeman
Candidate
WATERLOO
Candidate
NIAGARA FALLS
Candidate
LEEDS-GRENVILLE-
THOUSAND ISLANDS
AND RIDEAU LAKES
It's time for change in Ottawa
Candidate
LANARK-FRONTENAC-
KINGSTON
NDP","[{'x': 8, 'y': 2}, {'x': 591, 'y': 2}, {'x': 591, 'y': 353}, {'x': 8, 'y': 353}]",351,583,neutral
10037.jpg,/kaggle/input/mvsamultiple/MVSA/data/10037.jpg,215,300,True,"Millions of Private-Sector Jobs per Year
Democrats: 58 million, Republicans: 26 million
zFacts.com
Clinton
2.0
Kennedy
Obama
Carter
LBJ
1.5
Roosevelt
1.0
Truman
0.5
Reagan
Bush
Nixon
Ford
Ike
0.0
All presidents are assigned their budget years.
(36 Years for each, from St. Louis Fed jobs data, series USP)
Bush
1939 1947 1955 1963 1971 1979 1987 1995 2003 2011","[{'x': 5, 'y': 7}, {'x': 287, 'y': 7}, {'x': 287, 'y': 208}, {'x': 5, 'y': 208}]",201,282,neutral
10038.jpg,/kaggle/input/mvsamultiple/MVSA/data/10038.jpg,338,598,False,,[],0,0,positive
10039.jpg,/kaggle/input/mvsamultiple/MVSA/data/10039.jpg,516,599,True,"FROM STEPHEN HARPER
JOHN IBBITSON
Harper
Harper
JOHN BITSON","[{'x': 115, 'y': 284}, {'x': 454, 'y': 284}, {'x': 454, 'y': 505}, {'x': 115, 'y': 505}]",221,339,positive
10040.jpg,/kaggle/input/mvsamultiple/MVSA/data/10040.jpg,450,599,True,"WAK OFFICE
HELLO MR. BANKER.
THIS IS TOM MULCAIR CALLING! I KNOW
I CALLING FOR THE 13TH TIME BUT THIS
TIME I WANT TO MORTGAGE CANADA'S FUTURE.
imgflip.com","[{'x': 0, 'y': 11}, {'x': 574, 'y': 11}, {'x': 574, 'y': 447}, {'x': 0, 'y': 447}]",436,574,positive
10041.jpg,/kaggle/input/mvsamultiple/MVSA/data/10041.jpg,53,375,True,"Low/Bas 10.9 28.1 50.0
Spadina-Fort York 11.5 31.3 52.0
High/Hart 12.7 33.4 56.2
4.3 012
0.0
4.7 0.5 87%
0.0
5.1 07","[{'x': 104, 'y': 7}, {'x': 363, 'y': 7}, {'x': 363, 'y': 45}, {'x': 104, 'y': 45}]",38,259,neutral
10042.jpg,/kaggle/input/mvsamultiple/MVSA/data/10042.jpg,600,600,True,"(Over 60% of those who refuges are Muslims)
Saudi Arabia, Qatar,
United Arab Emirates,
Bahrain, Kuwait
99% Islamic countries
ZERO
refugee intake","[{'x': 94, 'y': 293}, {'x': 477, 'y': 293}, {'x': 477, 'y': 576}, {'x': 94, 'y': 576}]",283,383,neutral
10043.jpg,/kaggle/input/mvsamultiple/MVSA/data/10043.jpg,510,599,True,"I Will Vote in 2015
because...
I want to Kick
Steven Harper
out of office
#IWillVote 2015
@IWillVote 2015","[{'x': 195, 'y': 274}, {'x': 411, 'y': 274}, {'x': 411, 'y': 437}, {'x': 195, 'y': 437}]",163,216,positive
10044.jpg,/kaggle/input/mvsamultiple/MVSA/data/10044.jpg,441,599,True,"75 ANS D'EMANCIPATION
DES FEMMES ET...
C
NE TOUCHEZ PAS
AMA LIBERTÉ
D'EXPRESSION!
YGRECK","[{'x': 32, 'y': 31}, {'x': 459, 'y': 31}, {'x': 459, 'y': 415}, {'x': 32, 'y': 415}]",384,427,neutral
10045.jpg,/kaggle/input/mvsamultiple/MVSA/data/10045.jpg,538,505,True,"GG
Muslims do not attempt to integrate into a
host nation's culture. They do not attempt
to assimilate or adapt to cultural practices
in the lands that they choose to settle. Nor
are they happy being given equal status in
a society of many races and varied religious
beliefs. Muslims look to dominate and
dictate the public discourse, and they seek
to be the most privileged group. They do
this by mosque-ing the workplace with
their dietary and prayer demands, by using
offence as a means of getting their own
way, and by controlling the speech of
others insofar as they never allow any
criticism of Islam.
nocompulsion.com via ""pullquote","[{'x': 5, 'y': 7}, {'x': 490, 'y': 7}, {'x': 490, 'y': 533}, {'x': 5, 'y': 533}]",526,485,neutral
10046.jpg,/kaggle/input/mvsamultiple/MVSA/data/10046.jpg,800,600,True,"THE ART OF CAKE
ORIGINAL CARAMEL CORN
ingredients: popcom, brown sugar, com syrup, salt, butter, baking
soda, vanilla
Allergy Alert! Our fabulous products may contain or may have
Best consumed within 7-10 days. Contains approx. 200 gr
come in contact with nuts, flour, dairy, eggs or sulfites.
www.theartofcake.ca 780-485-5517","[{'x': 133, 'y': 591}, {'x': 445, 'y': 591}, {'x': 445, 'y': 730}, {'x': 133, 'y': 730}]",139,312,positive
10047.jpg,/kaggle/input/mvsamultiple/MVSA/data/10047.jpg,300,600,True,"Job-creation in
Canada has been
slower under
Stephen Harper's
government than
any other Prime
Minister since
the 1940s.
of MACKENZIE KING
of ST. LAURENT
of DIEFENBAKER
of PEARSON
of TRUDEAU
of MULRONEY
of CHRÉTIEN
of MARTIN
of HARPER
.5%
1%
1.5%
2%
2.5%
3%
ANNUAL AVERAGE GROWTH IN EMPLOYMENT
Lunaros","[{'x': 34, 'y': 47}, {'x': 582, 'y': 47}, {'x': 582, 'y': 289}, {'x': 34, 'y': 289}]",242,548,neutral
10048.jpg,/kaggle/input/mvsamultiple/MVSA/data/10048.jpg,422,599,False,,[],0,0,neutral
10049.jpg,/kaggle/input/mvsamultiple/MVSA/data/10049.jpg,808,538,True,"Toyin Dada
July 31, 2013-
Hahahahaha!!!!! So... Y'all know how we keep on singing: every other god
is an idol, who cannot see cannot hear, there is One true living God?! Yea,
last week we prayed for a woman (that her daughter would get a job- she
had been looking for a long time). I felt God say: she will get one within a
week- specifically to prove to this woman that He answers prayers in the
name of His Son, Jesus Christ. The woman smiles and says amen.
Today (exactly one week later), her daughter got a great job. She calls me
amazed and excited. Evidently, she has already called her friend in LA who
also politely listened to the prayer last week. I start to talk to her about
getting to know Jesus on a personal level at our bible study downtown and
she starts telling me: her and her daughter are ""Bahai"". They belive in a
human being called Bahoullah who they believe was sent by god after
Jesus and Buddha. I asked her: all the time y'all were praying to Bahoullah,
did he answer your prayer? No. Why? Because he is dead and in the grave.
He died just like you and I will die and to worship/pray to another man who
was just like you and is yet to answer ANY of your prayers is simply foolish.
He has been judged by God just like we will be. Just because a man has
great ideas doesn't make him God.
Jesus Christ is the Son of God. He died and He rose again. Believe it or
not, HIS death paid the price for our sin. Bahoullah died cuz he got old.
Only Jesus actually connects us to a real God who really answers prayers.
Worship and prayer to any other god is simply a waste of time and life. She
was so amazed that our prayer worked. She KNEW it was our God who
made the difference and she was offered a relationship with God where she
can start to talk to Him herself through His Son, Jesus.
I pray she harkens to the call of God to her today. I pray that our generation
would not just ask for signs and proof of God and the deity/reality of Jesus
Christ but would respond rightly when shown. I pray that the very signs we
ask for wouldn't stand against us on the day of judgment. I pray especially
for Christians who see the miracle working power of Jesus Christ
consistently, that we would not take Him for granted and walk in disbelief of
His ability to be fully glorified in and through our lives. In JESUS' name,
AMEN.","[{'x': 12, 'y': 26}, {'x': 532, 'y': 26}, {'x': 532, 'y': 793}, {'x': 12, 'y': 793}]",767,520,neutral
10050.jpg,/kaggle/input/mvsamultiple/MVSA/data/10050.jpg,1024,575,True,"... ROGERS
10:21 AM
86%
nationalpost.com
John Ivison: Relax, the Duffy
trial will soon be forgotten as
serious election issues arise
Facebook
Twitter
Google+
Email
John Ivison
Tuesday, Aug. 18, 2015
The Conservatives have committed to
reducing debt levels and ensuring the
budget is balanced, while the NDP and
Liberals can still commit extra billions of
dollars to health care instead. Ernest","[{'x': 9, 'y': 7}, {'x': 523, 'y': 7}, {'x': 523, 'y': 950}, {'x': 9, 'y': 950}]",943,514,neutral
10051.jpg,/kaggle/input/mvsamultiple/MVSA/data/10051.jpg,422,600,True,"Volunteer Now!
C
C
Our hard-working volunteers were responsible...
Sign Up
volunteer.conservative.ca","[{'x': 17, 'y': 29}, {'x': 572, 'y': 29}, {'x': 572, 'y': 411}, {'x': 17, 'y': 411}]",382,555,positive
10053.jpg,/kaggle/input/mvsamultiple/MVSA/data/10053.jpg,960,572,True,"This is your wallet
before I'm Elected
This is your wallet
after I'm elected
You're welcome
Tommie The Commie
ENDPROSPERITY","[{'x': 126, 'y': 40}, {'x': 460, 'y': 40}, {'x': 460, 'y': 879}, {'x': 126, 'y': 879}]",839,334,neutral
10054.jpg,/kaggle/input/mvsamultiple/MVSA/data/10054.jpg,319,480,False,,[],0,0,neutral
10055.jpg,/kaggle/input/mvsamultiple/MVSA/data/10055.jpg,600,600,True,"STRAIGHT
OUTTA
OFFICE
OUT OCTOBER 2015","[{'x': 195, 'y': 267}, {'x': 406, 'y': 267}, {'x': 406, 'y': 538}, {'x': 195, 'y': 538}]",271,211,positive
10056.jpg,/kaggle/input/mvsamultiple/MVSA/data/10056.jpg,800,600,True,"It's time
for a
GREEN
RSVOLUTION
✓ Join us!","[{'x': 76, 'y': 193}, {'x': 559, 'y': 193}, {'x': 559, 'y': 674}, {'x': 76, 'y': 674}]",481,483,negative
10057.jpg,/kaggle/input/mvsamultiple/MVSA/data/10057.jpg,450,600,True,"Local
Free
Socialism
Capit
Anarchy
TELETEC
Ingenico
95300
FEROWAGE
ENTER AMOUNT
10.00
Jaz 2 3
4 5t","[{'x': 65, 'y': 56}, {'x': 490, 'y': 56}, {'x': 490, 'y': 449}, {'x': 65, 'y': 449}]",393,425,positive
10058.jpg,/kaggle/input/mvsamultiple/MVSA/data/10058.jpg,450,600,True,"Help Wanted
Private sector job vacancies, Q2 2015
Vacancy and unemployment rates
9%
8%
7%
6.8%
6%
5%
4%
Job vacancy rate
Unemployment rate
3%
2.6%
2%
1%
0%
2005 2007
2009
2011
2013
2015
wwww.cfib.ca
CFIB
Powered by Entrepreneurs.","[{'x': 50, 'y': 16}, {'x': 581, 'y': 16}, {'x': 581, 'y': 434}, {'x': 50, 'y': 434}]",418,531,neutral
10059.jpg,/kaggle/input/mvsamultiple/MVSA/data/10059.jpg,337,599,True,REYERS,"[{'x': 570, 'y': 328}, {'x': 594, 'y': 328}, {'x': 594, 'y': 333}, {'x': 570, 'y': 333}]",5,24,neutral
10060.jpg,/kaggle/input/mvsamultiple/MVSA/data/10060.jpg,385,599,True,"CHINA SHIPPING LINE
COCL SEATTLE","[{'x': 83, 'y': 182}, {'x': 513, 'y': 182}, {'x': 513, 'y': 223}, {'x': 83, 'y': 223}]",41,430,neutral
10061.jpg,/kaggle/input/mvsamultiple/MVSA/data/10061.jpg,227,599,False,,[],0,0,positive
10062.jpg,/kaggle/input/mvsamultiple/MVSA/data/10062.jpg,450,600,False,,[],0,0,positive
10063.jpg,/kaggle/input/mvsamultiple/MVSA/data/10063.jpg,381,599,True,"Conservative claim:
""Canada is
the largest
receiver of
resettled
refugees
per capita
in the
entire world.""
Fact:
Canada has dropped W
from the 5th-highest
refugee-receiving country
to 15th under Harper.
Per capita we are ranked
41st in the world.","[{'x': 33, 'y': 125}, {'x': 575, 'y': 125}, {'x': 575, 'y': 351}, {'x': 33, 'y': 351}]",226,542,neutral
10064.jpg,/kaggle/input/mvsamultiple/MVSA/data/10064.jpg,450,600,True,"Prince Albert
BACK
C Conservative","[{'x': 251, 'y': 229}, {'x': 337, 'y': 229}, {'x': 337, 'y': 312}, {'x': 251, 'y': 312}]",83,86,neutral
10065.jpg,/kaggle/input/mvsamultiple/MVSA/data/10065.jpg,525,600,True,"'No one puts their children in a boat
unless the water is safer than the land'
SULEMAN AKHTAR
DAWN","[{'x': 24, 'y': 19}, {'x': 598, 'y': 19}, {'x': 598, 'y': 165}, {'x': 24, 'y': 165}]",146,574,neutral
10066.jpg,/kaggle/input/mvsamultiple/MVSA/data/10066.jpg,363,600,True,"al
Libéral
Hope & Hard Work","[{'x': 0, 'y': 187}, {'x': 180, 'y': 187}, {'x': 180, 'y': 327}, {'x': 0, 'y': 327}]",140,180,positive
10067.jpg,/kaggle/input/mvsamultiple/MVSA/data/10067.jpg,215,288,True,KI,"[{'x': 166, 'y': 3}, {'x': 220, 'y': 3}, {'x': 220, 'y': 57}, {'x': 166, 'y': 57}]",54,54,neutral
10068.jpg,/kaggle/input/mvsamultiple/MVSA/data/10068.jpg,164,598,True,"Hon. Michelle Rempel ❤
MichelleRempel
You are blocked from following @MichelleRempel and viewing @MichelleRempel's Tweets.
Learn more","[{'x': 7, 'y': 131}, {'x': 586, 'y': 131}, {'x': 586, 'y': 158}, {'x': 7, 'y': 158}]",27,579,negative
10069.jpg,/kaggle/input/mvsamultiple/MVSA/data/10069.jpg,337,599,True,"Should refugees get
gold-plated dental, vision,
and drug benefits?
No! It isn't fair to give better benefits to
refugees than Canadians.
Yes! Give refugees better government
benefits than Canadian citizens.","[{'x': 43, 'y': 20}, {'x': 566, 'y': 20}, {'x': 566, 'y': 325}, {'x': 43, 'y': 325}]",305,523,neutral
10070.jpg,/kaggle/input/mvsamultiple/MVSA/data/10070.jpg,927,600,True,"FEDERAL
CANDIDATES
DEBATE our DOWNTOWN
DOWNTOWNS ACROSS CANADA, DOWNTOWN ORGANIZATIONS ARE HOSTING FORUMS WITH
CANADA FEDERAL CANDIDATES TO HIGHLIGHT THE IMPORTANCE OF DOWNTOWNS IN
CANADA'S NATIONAL ECONOMIC PROSPERITY!
SEPTEMBER 16, 2015 5:00 - 7:00 PM
PORTAGE PLACE SHOPPING CENTRE (EDMONTON COURT)
DON WOODSTOCK
PAT MARTIN
GREEN PARTY
NEW DEMOCRATIC PARTY
ROBERT-FALCON OUELLETTE
LIBERAL PARTY
TOPICS INCLUDE
→ DOWNTOWN IS THE ECONOMIC ENGINE FOR CITIES, IT NEEDS LONG-TERM FUNDING PROGRAMS
→ MAKE DOWNTOWN THE EMPLOYMENT CENTRE OF THE CITY
→ SHOW US THE MONEY FOR DOWNTOWN INFRASTRUCTURE AND TRANSIT INVESTMENT
→ SUPPORT THE CREATIVE CLASS BY INVESTING IN EDUCATIONAL SECTOR
→ END HOMELESSNESS DOWNTOWN FOR A HEALTHY CITY AND PROSPEROUS COUNTRY
LIGHT FOOD & REFRESHMENTS PROVIDED
PRESENTED BY Jountan
HOSTED BY
PARTNERS cfs fcéé
UWSA","[{'x': 49, 'y': 56}, {'x': 560, 'y': 56}, {'x': 560, 'y': 879}, {'x': 49, 'y': 879}]",823,511,neutral
10071.jpg,/kaggle/input/mvsamultiple/MVSA/data/10071.jpg,328,599,True,"""At this start of the Jewish High Holidays,
I would like to offer my best wishes
to all those who will be celebrating
Rosh Hashanah
""This holiday is an opportunity
for families to remember the past
and rejoice in the year to come...
...Shanah Tovah.""
Tom Mulcair
Leader of the NDP
September 2015","[{'x': 335, 'y': 12}, {'x': 590, 'y': 12}, {'x': 590, 'y': 244}, {'x': 335, 'y': 244}]",232,255,neutral
10072.jpg,/kaggle/input/mvsamultiple/MVSA/data/10072.jpg,337,599,True,"TRUDEAU2015
1-1 www.realchange.ca
Liberal","[{'x': 96, 'y': 144}, {'x': 315, 'y': 144}, {'x': 315, 'y': 221}, {'x': 96, 'y': 221}]",77,219,negative
10073.jpg,/kaggle/input/mvsamultiple/MVSA/data/10073.jpg,450,600,True,"WE VOTE
CBC!
KAREN
LEIBOVICI","[{'x': 189, 'y': 195}, {'x': 381, 'y': 195}, {'x': 381, 'y': 222}, {'x': 189, 'y': 222}]",27,192,positive
10074.jpg,/kaggle/input/mvsamultiple/MVSA/data/10074.jpg,190,558,True,"Greg Wilson @liberalGreg - 5h
Environics for @leadnowca stunner in
#VanGran: @miraoreck 32%, @ebroshko
27%, @Puglaas 21, Green 9%,
undecided 9% #cdnpoli
£31 1","[{'x': 61, 'y': 10}, {'x': 554, 'y': 10}, {'x': 554, 'y': 179}, {'x': 61, 'y': 179}]",169,493,neutral
